BGC,Unit,Spp,ESuit
ESSFdc3,ESSFdc3/01,Sx,1
ESSFdc3,ESSFdc3/02,Bl,3
ESSFdc3,ESSFdc3/02,Pl,1
ESSFdc3,ESSFdc3/02,Sx,3
ESSFdc3,ESSFdc3/03,Bl,2
ESSFdc3,ESSFdc3/03,Pl,1
ESSFdc3,ESSFdc3/03,Sx,1
ESSFdc3,ESSFdc3/05,Bl,1
ESSFdc3,ESSFdc3/05,Pl,1
ESSFdc3,ESSFdc3/05,Sx,1
ESSFdc3,ESSFdc3/06,Bl,1
ESSFdc3,ESSFdc3/06,Pl,2
ESSFdc3,ESSFdc3/06,Sx,1
ESSFdc3,ESSFdc3/07,Bl,1
ESSFdc3,ESSFdc3/07,Pl,2
ESSFdc3,ESSFdc3/07,Sx,1
ESSFdc3,ESSFdc3/08,Bl,1
ESSFdc3,ESSFdc3/08,Sx,2
ESSFdcp,ESSFdcp/00,Bl,3
ESSFdcw,ESSFdcw/101,Bl,2
ESSFdcw,ESSFdcw/101,Sx,1
ESSFdcw,ESSFdcw/102,Bl,3
ESSFdcw,ESSFdcw/102,Pa,3
ESSFdcw,ESSFdcw/102,Pl,3
ESSFdcw,ESSFdcw/102,Sx,1
ESSFdcw,ESSFdcw/103,Bl,3
ESSFdcw,ESSFdcw/103,Pa,3
ESSFdcw,ESSFdcw/103,Sx,1
ESSFdcw,ESSFdcw/110,Bl,2
ESSFdcw,ESSFdcw/110,Sx,1
ESSFdhz,ESSFdhz/101,Ba,1
ESSFdhz,ESSFdhz/101,Bl,1
ESSFdhz,ESSFdhz/101,Fd,2
ESSFdhz,ESSFdhz/101,Hm,3
ESSFdhz,ESSFdhz/101,Pw,3
ESSFdhz,ESSFdhz/101,Sx,2
ESSFdhz,ESSFdhz/102,Bl,3
ESSFdhz,ESSFdhz/102,Fd,2
ESSFdhz,ESSFdhz/102,Py,2
ESSFdhz,ESSFdhz/103,Bg,2
ESSFdhz,ESSFdhz/103,Bl,2
ESSFdhz,ESSFdhz/103,Fd,1
ESSFdhz,ESSFdhz/103,Pl,3
ESSFdhz,ESSFdhz/103,Sx,3
ESSFdhz,ESSFdhz/110,Ba,2
ESSFdhz,ESSFdhz/110,Bl,1
ESSFdhz,ESSFdhz/110,Sx,2
ESSFdhz,ESSFdhz/111,Ba,2
ESSFdhz,ESSFdhz/111,Bl,1
ESSFdhz,ESSFdhz/111,Sx,1
ESSFdk1,ESSFdk1/101,Bl,2
ESSFdk1,ESSFdk1/101,Fd,4
ESSFdk1,ESSFdk1/101,Lw,4
ESSFdk1,ESSFdk1/101,Pl,1
ESSFdk1,ESSFdk1/101,Sx,1
ESSFdk1,ESSFdk1/102,Bl,3
ESSFdk1,ESSFdk1/102,Fd,3
ESSFdk1,ESSFdk1/102,Pa,3
ESSFdk1,ESSFdk1/102,Pf,3
ESSFdk1,ESSFdk1/102,Pl,2
ESSFdk1,ESSFdk1/102,Sx,2
ESSFdk1,ESSFdk1/103,Bl,3
ESSFdk1,ESSFdk1/103,Fd,2
ESSFdk1,ESSFdk1/103,Lw,2
ESSFdk1,ESSFdk1/103,Pa,3
ESSFdk1,ESSFdk1/103,Pl,1
ESSFdk1,ESSFdk1/103,Sx,2
ESSFdk1,ESSFdk1/104,Bl,2
ESSFdk1,ESSFdk1/104,Fd,2
ESSFdk1,ESSFdk1/104,Lw,2
ESSFdk1,ESSFdk1/104,Pa,3
ESSFdk1,ESSFdk1/104,Pl,1
ESSFdk1,ESSFdk1/104,Sx,1
ESSFdk1,ESSFdk1/110,Bl,2
ESSFdk1,ESSFdk1/110,Pl,3
ESSFdk1,ESSFdk1/110,Sx,1
ESSFdk1,ESSFdk1/111,Bl,2
ESSFdk1,ESSFdk1/111,Sx,2
ESSFdk2,ESSFdk2/101,Bl,2
ESSFdk2,ESSFdk2/101,Fd,3
ESSFdk2,ESSFdk2/101,Lw,3
ESSFdk2,ESSFdk2/101,Pa,3
ESSFdk2,ESSFdk2/101,Pl,2
ESSFdk2,ESSFdk2/101,Sx,1
ESSFdk2,ESSFdk2/102,Bl,3
ESSFdk2,ESSFdk2/102,Fd,2
ESSFdk2,ESSFdk2/102,Lw,3
ESSFdk2,ESSFdk2/102,Pa,3
ESSFdk2,ESSFdk2/102,Pf,3
ESSFdk2,ESSFdk2/102,Pl,2
ESSFdk2,ESSFdk2/102,Sx,2
ESSFdk2,ESSFdk2/103,Bl,3
ESSFdk2,ESSFdk2/103,Fd,2
ESSFdk2,ESSFdk2/103,Lw,3
ESSFdk2,ESSFdk2/103,Pa,3
ESSFdk2,ESSFdk2/103,Pl,1
ESSFdk2,ESSFdk2/103,Sx,2
ESSFdk2,ESSFdk2/104,Bl,2
ESSFdk2,ESSFdk2/104,Fd,2
ESSFdk2,ESSFdk2/104,Lw,3
ESSFdk2,ESSFdk2/104,Pa,3
ESSFdk2,ESSFdk2/104,Pl,2
ESSFdk2,ESSFdk2/104,Sx,1
ESSFdk2,ESSFdk2/110,Bl,2
ESSFdk2,ESSFdk2/110,Sx,1
ESSFdk2,ESSFdk2/111,Bl,2
ESSFdk2,ESSFdk2/111,Sx,1
ESSFdk2,ESSFdk2/112,Bl,2
ESSFdk2,ESSFdk2/112,Pl,3
ESSFdk2,ESSFdk2/112,Sx,2
ESSFdkp,ESSFdkp/00,Bl,3
ESSFdkw,ESSFdkw/101,Bl,2
ESSFdkw,ESSFdkw/101,Sx,2
ESSFdkw,ESSFdkw/102,Bl,3
ESSFdkw,ESSFdkw/102,La,2
ESSFdkw,ESSFdkw/102,Pa,3
ESSFdkw,ESSFdkw/102,Sx,2
ESSFdkw,ESSFdkw/103,Bl,2
ESSFdkw,ESSFdkw/103,La,3
ESSFdkw,ESSFdkw/103,Pa,2
ESSFdkw,ESSFdkw/103,Sx,2
ESSFdkw,ESSFdkw/110,Bl,2
ESSFdkw,ESSFdkw/110,Sx,2
ESSFdkz,ESSFdkz/101,Bl,1
ESSFdkz,ESSFdkz/101,Fd,3
ESSFdkz,ESSFdkz/101,Pa,3
ESSFdkz,ESSFdkz/101,Pl,2
ESSFdkz,ESSFdkz/101,Sx,1
ESSFdkz,ESSFdkz/102,Bl,1
ESSFdkz,ESSFdkz/102,Fd,1
ESSFdkz,ESSFdkz/102,Pa,3
ESSFdkz,ESSFdkz/102,Pf,3
ESSFdkz,ESSFdkz/102,Pl,2
ESSFdkz,ESSFdkz/110,Bl,1
ESSFdkz,ESSFdkz/110,Pl,3
ESSFdkz,ESSFdkz/110,Sx,1
ESSFdkz,ESSFdkz/111,Bl,1
ESSFdkz,ESSFdkz/111,Pl,3
ESSFdkz,ESSFdkz/111,Sx,1
ESSFdv1,ESSFdv1/01,Bl,2
ESSFdv1,ESSFdv1/01,Pa,2
ESSFdv1,ESSFdv1/01,Pl,1
ESSFdv1,ESSFdv1/01,Sx,1
ESSFdv1,ESSFdv1/02,At,3
ESSFdv1,ESSFdv1/02,Bl,2
ESSFdv1,ESSFdv1/02,Pa,2
ESSFdv1,ESSFdv1/02,Pl,1
ESSFdv1,ESSFdv1/02,Sx,3
ESSFdv1,ESSFdv1/03,Bl,2
ESSFdv1,ESSFdv1/03,Fd,2
ESSFdv1,ESSFdv1/03,Lw,4
ESSFdv1,ESSFdv1/03,Pa,2
ESSFdv1,ESSFdv1/03,Pl,1
ESSFdv1,ESSFdv1/03,Sx,3
ESSFdv1,ESSFdv1/04,Bl,2
ESSFdv1,ESSFdv1/04,Fd,3
ESSFdv1,ESSFdv1/04,Lw,4
ESSFdv1,ESSFdv1/04,Pa,2
ESSFdv1,ESSFdv1/04,Pl,1
ESSFdv1,ESSFdv1/04,Sx,1
ESSFdv1,ESSFdv1/05,Bl,1
ESSFdv1,ESSFdv1/05,Pa,2
ESSFdv1,ESSFdv1/05,Pl,2
ESSFdv1,ESSFdv1/05,Sx,1
ESSFdv1,ESSFdv1/06,Bl,1
ESSFdv1,ESSFdv1/06,Pa,2
ESSFdv1,ESSFdv1/06,Pl,2
ESSFdv1,ESSFdv1/06,Sx,1
ESSFdv2,ESSFdv2/01,Bl,2
ESSFdv2,ESSFdv2/01,Pa,2
ESSFdv2,ESSFdv2/01,Pl,1
ESSFdv2,ESSFdv2/01,Sx,1
ESSFdv2,ESSFdv2/02,At,3
ESSFdv2,ESSFdv2/02,Bl,2
ESSFdv2,ESSFdv2/02,Pa,2
ESSFdv2,ESSFdv2/02,Pl,1
ESSFdv2,ESSFdv2/02,Sx,3
ESSFdv2,ESSFdv2/03,Bl,2
ESSFdv2,ESSFdv2/03,Pa,2
ESSFdv2,ESSFdv2/03,Pl,1
ESSFdv2,ESSFdv2/03,Sx,3
ESSFdv2,ESSFdv2/04,Bl,2
ESSFdv2,ESSFdv2/04,Pa,2
ESSFdv2,ESSFdv2/04,Pl,1
ESSFdv2,ESSFdv2/04,Sx,1
ESSFdv2,ESSFdv2/05,Bl,1
ESSFdv2,ESSFdv2/05,Pa,2
ESSFdv2,ESSFdv2/05,Pl,2
ESSFdv2,ESSFdv2/05,Sx,1
ESSFdv2,ESSFdv2/06,Bl,1
ESSFdv2,ESSFdv2/06,Pa,2
ESSFdv2,ESSFdv2/06,Pl,2
ESSFdv2,ESSFdv2/06,Sx,1
ESSFdvp,ESSFdvp/00,Bl,3
ESSFdvw,ESSFdvw/01,Bl,2
ESSFdvw,ESSFdvw/01,Pa,2
ESSFdvw,ESSFdvw/01,Pl,2
ESSFdvw,ESSFdvw/01,Sx,2
ESSFdvw,ESSFdvw/02,At,3
ESSFdvw,ESSFdvw/02,Bl,3
ESSFdvw,ESSFdvw/02,Hm,2
ESSFdvw,ESSFdvw/02,Pa,2
ESSFdvw,ESSFdvw/02,Pl,2
ESSFdvw,ESSFdvw/02,Sx,3
ESSFdvw,ESSFdvw/03,Bl,3
ESSFdvw,ESSFdvw/03,Pa,2
ESSFdvw,ESSFdvw/03,Pl,2
ESSFdvw,ESSFdvw/03,Sx,3
ESSFdvw,ESSFdvw/06,Bl,2
ESSFdvw,ESSFdvw/06,Pa,3
ESSFdvw,ESSFdvw/06,Pl,1
ESSFdvw,ESSFdvw/06,Sx,2
ESSFmc,ESSFmc/01,Bl,2
ESSFmc,ESSFmc/01,Pl,2
ESSFmc,ESSFmc/01,Sx,1
ESSFmc,ESSFmc/02,Bl,2
ESSFmc,ESSFmc/02,Pl,2
ESSFmc,ESSFmc/02,Sx,2
ESSFmc,ESSFmc/03,Bl,2
ESSFmc,ESSFmc/03,Pl,2
ESSFmc,ESSFmc/03,Sx,2
ESSFmc,ESSFmc/04,Bl,2
ESSFmc,ESSFmc/04,Pl,1
ESSFmc,ESSFmc/04,Sx,2
ESSFmc,ESSFmc/05,Bl,1
ESSFmc,ESSFmc/05,Pl,2
ESSFmc,ESSFmc/05,Sx,1
ESSFmc,ESSFmc/06,Bl,1
ESSFmc,ESSFmc/06,Pl,2
ESSFmc,ESSFmc/06,Sx,1
ESSFmc,ESSFmc/07,Bl,2
ESSFmc,ESSFmc/07,Pl,3
ESSFmc,ESSFmc/07,Sx,1
ESSFmc,ESSFmc/08,Bl,2
ESSFmc,ESSFmc/08,Sx,2
ESSFmc,ESSFmc/09,Bl,3
ESSFmc,ESSFmc/09,Sx,1
ESSFmc,ESSFmc/10,Bl,2
ESSFmc,ESSFmc/10,Sx,1
ESSFmcp,ESSFmcp/00,Bl,3
ESSFmh,ESSFmh/101,Act,3
ESSFmh,ESSFmh/101,At,3
ESSFmh,ESSFmh/101,Bl,1
ESSFmh,ESSFmh/101,Cw,2
ESSFmh,ESSFmh/101,Fd,3
ESSFmh,ESSFmh/101,Hw,3
ESSFmh,ESSFmh/101,Lw,2
ESSFmh,ESSFmh/101,Pl,2
ESSFmh,ESSFmh/101,Pw,3
ESSFmh,ESSFmh/101,Sx,1
ESSFmh,ESSFmh/102,Bl,3
ESSFmh,ESSFmh/102,Fd,2
ESSFmh,ESSFmh/102,Lw,2
ESSFmh,ESSFmh/102,Pa,3
ESSFmh,ESSFmh/102,Pl,2
ESSFmh,ESSFmh/102,Sx,3
ESSFmh,ESSFmh/103,Bl,2
ESSFmh,ESSFmh/103,Cw,3
ESSFmh,ESSFmh/103,Fd,1
ESSFmh,ESSFmh/103,Lw,1
ESSFmh,ESSFmh/103,Pl,1
ESSFmh,ESSFmh/103,Pw,3
ESSFmh,ESSFmh/103,Sx,2
ESSFmh,ESSFmh/104,Bl,2
ESSFmh,ESSFmh/104,Pl,1
ESSFmh,ESSFmh/104,Sx,1
ESSFmh,ESSFmh/105,Bl,2
ESSFmh,ESSFmh/105,Cw,3
ESSFmh,ESSFmh/105,Fd,2
ESSFmh,ESSFmh/105,Lw,2
ESSFmh,ESSFmh/105,Pl,1
ESSFmh,ESSFmh/105,Pw,3
ESSFmh,ESSFmh/105,Sx,1
ESSFmh,ESSFmh/110,Act,3
ESSFmh,ESSFmh/110,Bl,1
ESSFmh,ESSFmh/110,Cw,2
ESSFmh,ESSFmh/110,Hw,2
ESSFmh,ESSFmh/110,Sx,1
ESSFmh,ESSFmh/111,Act,3
ESSFmh,ESSFmh/111,Bl,1
ESSFmh,ESSFmh/111,Cw,2
ESSFmh,ESSFmh/111,Hw,2
ESSFmh,ESSFmh/111,Sx,1
ESSFmh,ESSFmh/112,Act,3
ESSFmh,ESSFmh/112,Bl,2
ESSFmh,ESSFmh/112,Sx,1
ESSFmk,ESSFmk/01,Ba,3
ESSFmk,ESSFmk/01,Bl,1
ESSFmk,ESSFmk/01,Hm,2
ESSFmk,ESSFmk/01,Pl,2
ESSFmk,ESSFmk/01,Sx,1
ESSFmk,ESSFmk/02,Bl,3
ESSFmk,ESSFmk/02,Hm,3
ESSFmk,ESSFmk/02,Pa,3
ESSFmk,ESSFmk/02,Pl,3
ESSFmk,ESSFmk/02,Sx,2
ESSFmk,ESSFmk/03,Ba,3
ESSFmk,ESSFmk/03,Bl,3
ESSFmk,ESSFmk/03,Hm,3
ESSFmk,ESSFmk/03,Pa,3
ESSFmk,ESSFmk/03,Pl,3
ESSFmk,ESSFmk/03,Sx,2
ESSFmk,ESSFmk/04,Ba,3
ESSFmk,ESSFmk/04,Bl,2
ESSFmk,ESSFmk/04,Hm,2
ESSFmk,ESSFmk/04,Pl,2
ESSFmk,ESSFmk/04,Sx,1
ESSFmk,ESSFmk/05,Ba,3
ESSFmk,ESSFmk/05,Bl,2
ESSFmk,ESSFmk/05,Hm,2
ESSFmk,ESSFmk/05,Pl,3
ESSFmk,ESSFmk/05,Sx,1
ESSFmk,ESSFmk/06,Ba,3
ESSFmk,ESSFmk/06,Bl,3
ESSFmk,ESSFmk/06,Hm,3
ESSFmk,ESSFmk/06,Sx,1
ESSFmk,ESSFmk/07,Ba,3
ESSFmk,ESSFmk/07,Bl,3
ESSFmk,ESSFmk/07,Sx,1
ESSFmkp,ESSFmkp/00,Bl,3
ESSFmm1,ESSFmm1/01,Bl,1
ESSFmm1,ESSFmm1/01,Pl,2
ESSFmm1,ESSFmm1/01,Sx,1
ESSFmm1,ESSFmm1/02,Bl,3
ESSFmm1,ESSFmm1/02,Pl,3
ESSFmm1,ESSFmm1/02,Sx,1
ESSFmm1,ESSFmm1/03,Bl,2
ESSFmm1,ESSFmm1/03,Pl,2
ESSFmm1,ESSFmm1/03,Sx,2
ESSFmm1,ESSFmm1/04,Bl,2
ESSFmm1,ESSFmm1/04,Pl,2
ESSFmm1,ESSFmm1/04,Sx,1
ESSFmm1,ESSFmm1/05,Bl,1
ESSFmm1,ESSFmm1/05,Pl,2
ESSFmm1,ESSFmm1/05,Sx,1
ESSFmm1,ESSFmm1/06,Bl,1
ESSFmm1,ESSFmm1/06,Pl,2
ESSFmm1,ESSFmm1/06,Sx,1
ESSFmm1,ESSFmm1/07,Bl,2
ESSFmm1,ESSFmm1/07,Pl,2
ESSFmm1,ESSFmm1/07,Sx,1
ESSFmm2,ESSFmm2/01,Bl,1
ESSFmm2,ESSFmm2/01,Pl,2
ESSFmm2,ESSFmm2/02,Bl,2
ESSFmm2,ESSFmm2/02,Pl,1
ESSFmm2,ESSFmm2/03,Bl,2
ESSFmm2,ESSFmm2/03,Pl,1
ESSFmm2,ESSFmm2/04,Bl,1
ESSFmm2,ESSFmm2/04,Pl,2
ESSFmm2,ESSFmm2/05,Bl,1
ESSFmm2,ESSFmm2/05,Pl,2
ESSFmm2,ESSFmm2/06,Bl,1
ESSFmm2,ESSFmm2/06,Pl,2
ESSFmm2,ESSFmm2/07,Bl,2
ESSFmm2,ESSFmm2/07,Pl,2
ESSFmm3,ESSFmm3/101,Bl,2
ESSFmm3,ESSFmm3/101,Pl,3
ESSFmm3,ESSFmm3/101,Sx,1
ESSFmm3,ESSFmm3/102,Bl,3
ESSFmm3,ESSFmm3/102,Fd,2
ESSFmm3,ESSFmm3/102,Pa,3
ESSFmm3,ESSFmm3/102,Pl,2
ESSFmm3,ESSFmm3/102,Sx,2
ESSFmm3,ESSFmm3/103,Bl,2
ESSFmm3,ESSFmm3/103,Fd,2
ESSFmm3,ESSFmm3/103,Pa,3
ESSFmm3,ESSFmm3/103,Pl,2
ESSFmm3,ESSFmm3/103,Sx,1
ESSFmm3,ESSFmm3/104,Bl,2
ESSFmm3,ESSFmm3/104,Pa,3
ESSFmm3,ESSFmm3/104,Pl,3
ESSFmm3,ESSFmm3/104,Sx,1
ESSFmm3,ESSFmm3/110,Bl,2
ESSFmm3,ESSFmm3/110,Sx,1
ESSFmm3,ESSFmm3/111,Bl,2
ESSFmm3,ESSFmm3/111,Sx,1
ESSFmm3,ESSFmm3/112,Bl,2
ESSFmm3,ESSFmm3/112,Sx,2
ESSFmmp,ESSFmmp/00,Bl,3
ESSFmmw,ESSFmmw/01,Bl,2
ESSFmmw,ESSFmmw/02,Bl,2
ESSFmmw,ESSFmmw/03,Bl,2
ESSFmmw,ESSFmmw/04,Bl,2
ESSFmmw,ESSFmmw/05,Bl,2
ESSFmmw,ESSFmmw/06,Bl,2
ESSFmmw,ESSFmmw/d,Bl,2
ESSFmmw,ESSFmmw/h,Bl,2
ESSFmmw,ESSFmmw/m,Bl,2
ESSFmv1,ESSFmv1/01,At,3
ESSFmv1,ESSFmv1/01,Bl,2
ESSFmv1,ESSFmv1/01,Ep,3
ESSFmv1,ESSFmv1/01,Pl,1
ESSFmv1,ESSFmv1/01,Sx,1
ESSFmv1,ESSFmv1/02,Bl,3
ESSFmv1,ESSFmv1/02,Pl,2
ESSFmv1,ESSFmv1/03,Bl,3
ESSFmv1,ESSFmv1/03,Pl,2
ESSFmv1,ESSFmv1/03,Sx,1
ESSFmv1,ESSFmv1/04,Bl,1
ESSFmv1,ESSFmv1/04,Pl,2
ESSFmv1,ESSFmv1/04,Sx,1
ESSFmv1,ESSFmv1/05,Bl,1
ESSFmv1,ESSFmv1/05,Pl,2
ESSFmv1,ESSFmv1/05,Sx,1
ESSFmv2,ESSFmv2/01,Bl,2
ESSFmv2,ESSFmv2/01,Pl,2
ESSFmv2,ESSFmv2/01,Sx,1
ESSFmv2,ESSFmv2/02,Bl,3
ESSFmv2,ESSFmv2/02,Pl,2
ESSFmv2,ESSFmv2/02,Sx,1
ESSFmv2,ESSFmv2/03,Bl,3
ESSFmv2,ESSFmv2/03,Pl,3
ESSFmv2,ESSFmv2/03,Sb,3
ESSFmv2,ESSFmv2/03,Sx,1
ESSFmv2,ESSFmv2/04,Bl,1
ESSFmv2,ESSFmv2/04,Pl,2
ESSFmv2,ESSFmv2/04,Sx,1
ESSFmv2,ESSFmv2/05,Bl,1
ESSFmv2,ESSFmv2/05,Pl,2
ESSFmv2,ESSFmv2/05,Sx,1
ESSFmv2,ESSFmv2/06,Bl,2
ESSFmv2,ESSFmv2/06,Pl,2
ESSFmv2,ESSFmv2/06,Sx,1
ESSFmv3,ESSFmv3/01,Bl,2
ESSFmv3,ESSFmv3/01,Pl,2
ESSFmv3,ESSFmv3/01,Sx,1
ESSFmv3,ESSFmv3/02,Bl,3
ESSFmv3,ESSFmv3/02,Pl,3
ESSFmv3,ESSFmv3/02,Sx,2
ESSFmv3,ESSFmv3/03,Bl,3
ESSFmv3,ESSFmv3/03,Pl,3
ESSFmv3,ESSFmv3/03,Sb,3
ESSFmv3,ESSFmv3/03,Sx,1
ESSFmv3,ESSFmv3/04,Bl,2
ESSFmv3,ESSFmv3/04,Pl,3
ESSFmv3,ESSFmv3/04,Sx,1
ESSFmv3,ESSFmv3/05,Bl,2
ESSFmv3,ESSFmv3/05,Pl,3
ESSFmv3,ESSFmv3/05,Sx,1
ESSFmv3,ESSFmv3/06,Bl,2
ESSFmv3,ESSFmv3/06,Pl,2
ESSFmv3,ESSFmv3/06,Sx,1
ESSFmv3,ESSFmv3/07,Bl,3
ESSFmv3,ESSFmv3/07,Pl,3
ESSFmv3,ESSFmv3/07,Sx,1
ESSFmv3,ESSFmv3/08,Bl,2
ESSFmv3,ESSFmv3/08,Pl,2
ESSFmv3,ESSFmv3/08,Sx,2
ESSFmv4,ESSFmv4/01,Bl,2
ESSFmv4,ESSFmv4/01,Pl,2
ESSFmv4,ESSFmv4/01,Sx,1
ESSFmv4,ESSFmv4/02,Bl,3
ESSFmv4,ESSFmv4/02,Pl,2
ESSFmv4,ESSFmv4/02,Sx,1
ESSFmv4,ESSFmv4/03,Bl,3
ESSFmv4,ESSFmv4/03,Pl,3
ESSFmv4,ESSFmv4/03,Sb,3
ESSFmv4,ESSFmv4/03,Sx,1
ESSFmv4,ESSFmv4/04,Bl,1
ESSFmv4,ESSFmv4/04,Pl,1
ESSFmv4,ESSFmv4/04,Sx,1
ESSFmv4,ESSFmv4/05,Bl,2
ESSFmv4,ESSFmv4/05,Pl,2
ESSFmv4,ESSFmv4/05,Sx,1
ESSFmvp,ESSFmvp/00,Bl,3
ESSFmw,ESSFmw/01,Ba,2
ESSFmw,ESSFmw/01,Bl,2
ESSFmw,ESSFmw/01,Pl,3
ESSFmw,ESSFmw/01,Sx,1
ESSFmw,ESSFmw/02,Bl,3
ESSFmw,ESSFmw/02,Fd,2
ESSFmw,ESSFmw/02,Pa,3
ESSFmw,ESSFmw/02,Pl,2
ESSFmw,ESSFmw/02,Sx,3
ESSFmw,ESSFmw/03,Bl,3
ESSFmw,ESSFmw/03,Fd,2
ESSFmw,ESSFmw/03,Pa,3
ESSFmw,ESSFmw/03,Pl,1
ESSFmw,ESSFmw/03,Sx,2
ESSFmw,ESSFmw/04,Ba,2
ESSFmw,ESSFmw/04,Bl,3
ESSFmw,ESSFmw/04,Fd,2
ESSFmw,ESSFmw/04,Pl,1
ESSFmw,ESSFmw/04,Sx,1
ESSFmw,ESSFmw/05,Ba,2
ESSFmw,ESSFmw/05,Bl,2
ESSFmw,ESSFmw/05,Hm,3
ESSFmw,ESSFmw/05,Pl,3
ESSFmw,ESSFmw/05,Sx,1
ESSFmw,ESSFmw/06,Ba,2
ESSFmw,ESSFmw/06,Bl,1
ESSFmw,ESSFmw/06,Pl,3
ESSFmw,ESSFmw/06,Sx,1
ESSFmw,ESSFmw/07,Ba,2
ESSFmw,ESSFmw/07,Bl,1
ESSFmw,ESSFmw/07,Cw,3
ESSFmw,ESSFmw/07,Hw,3
ESSFmw,ESSFmw/07,Pl,3
ESSFmw,ESSFmw/07,Sx,1
ESSFmw,ESSFmw/08,Ba,3
ESSFmw,ESSFmw/08,Bl,3
ESSFmw,ESSFmw/08,Cw,3
ESSFmw,ESSFmw/08,Pl,3
ESSFmw,ESSFmw/08,Sx,1
ESSFmw1,ESSFmw1/01,Ba,2
ESSFmw1,ESSFmw1/01,Bl,2
ESSFmw1,ESSFmw1/01,Cw,3
ESSFmw1,ESSFmw1/01,Fd,3
ESSFmw1,ESSFmw1/01,Hm,3
ESSFmw1,ESSFmw1/01,Hw,2
ESSFmw1,ESSFmw1/01,Pl,3
ESSFmw1,ESSFmw1/01,Pw,3
ESSFmw1,ESSFmw1/01,Sx,1
ESSFmw1,ESSFmw1/02,Bl,3
ESSFmw1,ESSFmw1/02,Fd,2
ESSFmw1,ESSFmw1/02,Pa,3
ESSFmw1,ESSFmw1/02,Pl,1
ESSFmw1,ESSFmw1/02,Sx,3
ESSFmw1,ESSFmw1/03,Ba,3
ESSFmw1,ESSFmw1/03,Bl,3
ESSFmw1,ESSFmw1/03,Fd,2
ESSFmw1,ESSFmw1/03,Lw,4
ESSFmw1,ESSFmw1/03,Pa,3
ESSFmw1,ESSFmw1/03,Pl,1
ESSFmw1,ESSFmw1/03,Sx,2
ESSFmw1,ESSFmw1/04,Ba,2
ESSFmw1,ESSFmw1/04,Bl,3
ESSFmw1,ESSFmw1/04,Cw,3
ESSFmw1,ESSFmw1/04,Fd,2
ESSFmw1,ESSFmw1/04,Hm,3
ESSFmw1,ESSFmw1/04,Hw,3
ESSFmw1,ESSFmw1/04,Lw,4
ESSFmw1,ESSFmw1/04,Pa,3
ESSFmw1,ESSFmw1/04,Pl,1
ESSFmw1,ESSFmw1/04,Pw,3
ESSFmw1,ESSFmw1/04,Sx,1
ESSFmw1,ESSFmw1/05,Ba,2
ESSFmw1,ESSFmw1/05,Bl,2
ESSFmw1,ESSFmw1/05,Cw,3
ESSFmw1,ESSFmw1/05,Fd,3
ESSFmw1,ESSFmw1/05,Hm,3
ESSFmw1,ESSFmw1/05,Hw,2
ESSFmw1,ESSFmw1/05,Pl,3
ESSFmw1,ESSFmw1/05,Pw,3
ESSFmw1,ESSFmw1/05,Sx,1
ESSFmw1,ESSFmw1/06,Ba,2
ESSFmw1,ESSFmw1/06,Bl,1
ESSFmw1,ESSFmw1/06,Pl,3
ESSFmw1,ESSFmw1/06,Sx,1
ESSFmw,ESSFmw1/07,Sx,1
ESSFmw1,ESSFmw1/07,Ba,2
ESSFmw1,ESSFmw1/07,Bl,1
ESSFmw1,ESSFmw1/07,Cw,3
ESSFmw1,ESSFmw1/07,Hw,3
ESSFmw1,ESSFmw1/07,Pl,3
ESSFmw1,ESSFmw1/08,Ba,3
ESSFmw1,ESSFmw1/08,Bl,1
ESSFmw1,ESSFmw1/08,Cw,3
ESSFmw1,ESSFmw1/08,Pl,3
ESSFmw1,ESSFmw1/08,Pw,3
ESSFmw1,ESSFmw1/08,Sx,1
ESSFmw2,ESSFmw2/01,Ba,2
ESSFmw2,ESSFmw2/01,Bl,2
ESSFmw2,ESSFmw2/01,Hm,2
ESSFmw2,ESSFmw2/01,Hw,3
ESSFmw2,ESSFmw2/01,Pl,3
ESSFmw2,ESSFmw2/01,Pw,3
ESSFmw2,ESSFmw2/01,Sx,1
ESSFmw2,ESSFmw2/02,Bl,3
ESSFmw2,ESSFmw2/02,Fd,2
ESSFmw2,ESSFmw2/02,Pa,3
ESSFmw2,ESSFmw2/02,Pl,1
ESSFmw2,ESSFmw2/02,Sx,3
ESSFmw2,ESSFmw2/03,Ba,3
ESSFmw2,ESSFmw2/03,Bl,3
ESSFmw2,ESSFmw2/03,Fd,2
ESSFmw2,ESSFmw2/03,Lw,4
ESSFmw2,ESSFmw2/03,Pa,3
ESSFmw2,ESSFmw2/03,Pl,1
ESSFmw2,ESSFmw2/03,Sx,2
ESSFmw2,ESSFmw2/04,Ba,2
ESSFmw2,ESSFmw2/04,Bl,3
ESSFmw2,ESSFmw2/04,Fd,2
ESSFmw2,ESSFmw2/04,Pa,3
ESSFmw2,ESSFmw2/04,Pl,1
ESSFmw2,ESSFmw2/04,Sx,1
ESSFmw2,ESSFmw2/05,Ba,2
ESSFmw2,ESSFmw2/05,Bl,2
ESSFmw2,ESSFmw2/05,Cw,3
ESSFmw2,ESSFmw2/05,Fd,3
ESSFmw2,ESSFmw2/05,Hm,3
ESSFmw2,ESSFmw2/05,Hw,3
ESSFmw2,ESSFmw2/05,Pl,3
ESSFmw2,ESSFmw2/05,Pw,3
ESSFmw2,ESSFmw2/05,Sx,1
